index,type, rsu_latitude, rsu_longitude, obu_latitude, obu_longitude,per, distance, rssi
186,1,375552472,1270477786,375555789,1270475237,0,0,-66
187,1,375552472,1270477786,375555789,1270475237,0,0,-66
188,1,375552472,1270477786,375555789,1270475237,0,0,-66
189,1,375552472,1270477786,375555789,1270475237,0,0,-66
190,1,375552472,1270477786,375555789,1270475237,0,0,-66
191,1,375552472,1270477786,375555789,1270475237,0,0,-66
192,1,375552472,1270477786,375555622,1270475314,0,0,-66
193,1,375552472,1270477786,375555622,1270475314,0,0,-66
194,1,375552472,1270477786,375555622,1270475314,0,0,-66
195,1,375552472,1270477786,375555622,1270475314,0,0,-66
196,1,375552472,1270477786,375555622,1270475314,0,0,-66
197,1,375552472,1270477786,375555622,1270475314,0,0,-66
198,1,375552472,1270477786,375555622,1270475314,0,0,-66
199,1,375552472,1270477786,375555622,1270475314,0,0,-66
200,1,375552472,1270477786,375555622,1270475314,0,0,-66
201,1,375552472,1270477786,375555622,1270475314,0,0,-66
202,1,375552472,1270477786,375555475,1270475415,0,0,-66
203,1,375552472,1270477786,375555475,1270475415,0,0,-66
204,1,375552472,1270477786,375555475,1270475415,0,0,-66
205,1,375552472,1270477786,375555475,1270475415,0,0,-66
206,1,375552472,1270477786,375555475,1270475415,0,0,-66
207,1,375552472,1270477786,375555475,1270475415,0,0,-66
208,1,375552472,1270477786,375555475,1270475415,0,0,-66
209,1,375552472,1270477786,375555475,1270475415,0,0,-66
210,1,375552472,1270477786,375555475,1270475415,0,0,-66
211,1,375552472,1270477786,375555475,1270475415,0,0,-66
212,1,375552472,1270477786,375555353,1270475555,0,0,-66
213,1,375552472,1270477786,375555353,1270475555,0,0,-66
214,1,375552472,1270477786,375555353,1270475555,0,0,-66
215,1,375552472,1270477786,375555353,1270475555,0,0,-66
216,1,375552472,1270477786,375555353,1270475555,0,0,-66
217,1,375552472,1270477786,375555353,1270475555,0,0,-66
218,1,375552472,1270477786,375555353,1270475555,0,0,-66
219,1,375552472,1270477786,375555353,1270475555,0,0,-66
220,1,375552472,1270477786,375555353,1270475555,0,0,-66
221,1,375552472,1270477786,375555243,1270475703,0,0,-66
222,1,375552472,1270477786,375555243,1270475703,0,0,-66
223,1,375552472,1270477786,375555243,1270475703,0,0,-66
224,1,375552472,1270477786,375555243,1270475703,0,0,-66
225,1,375552472,1270477786,375555243,1270475703,0,0,-66
226,1,375552472,1270477786,375555243,1270475703,0,0,-66
227,1,375552472,1270477786,375555243,1270475703,0,0,-66
228,1,375552472,1270477786,375555243,1270475703,0,0,-66
229,1,375552472,1270477786,375555243,1270475703,0,0,-66
230,1,375552472,1270477786,375555243,1270475703,0,0,-66
231,1,375552472,1270477786,375555160,1270475886,0,0,-66
232,1,375552472,1270477786,375555160,1270475886,0,0,-66
233,1,375552472,1270477786,375555160,1270475886,0,0,-66
234,1,375552472,1270477786,375555160,1270475886,0,0,-66
235,1,375552472,1270477786,375555160,1270475886,0,0,-66
236,1,375552472,1270477786,375555160,1270475886,0,0,-66
237,1,375552472,1270477786,375555160,1270475886,0,0,-66
238,1,375552472,1270477786,375555160,1270475886,0,0,-66
239,1,375552472,1270477786,375555160,1270475886,0,0,-66
240,1,375552472,1270477786,375555160,1270475886,0,0,-66
241,1,375552472,1270477786,375555101,1270476080,0,0,-66
242,1,375552472,1270477786,375555101,1270476080,0,0,-66
243,1,375552472,1270477786,375555101,1270476080,0,0,-66
244,1,375552472,1270477786,375555101,1270476080,0,0,-66
245,1,375552472,1270477786,375555101,1270476080,0,0,-66
246,1,375552472,1270477786,375555101,1270476080,0,0,-66
247,1,375552472,1270477786,375555101,1270476080,0,0,-66
248,1,375552472,1270477786,375555101,1270476080,0,0,-66
249,1,375552472,1270477786,375555101,1270476080,0,0,-66
250,1,375552472,1270477786,375555101,1270476080,0,0,-66
251,1,375552472,1270477786,375555119,1270476299,0,0,-66
252,1,375552472,1270477786,375555119,1270476299,0,0,-66
253,1,375552472,1270477786,375555204,1270476519,0,0,-66
254,1,375552472,1270477786,375555204,1270476519,0,0,-66
255,1,375552472,1270477786,375555204,1270476519,0,0,-66
256,1,375552472,1270477786,375555204,1270476519,0,0,-66
257,1,375552472,1270477786,375555204,1270476519,0,0,-66
258,1,375552472,1270477786,375555204,1270476519,0,0,-66
259,1,375552472,1270477786,375555204,1270476519,0,0,-66
260,1,375552472,1270477786,375555204,1270476519,0,0,-66
261,1,375552472,1270477786,375555204,1270476519,0,0,-66
262,1,375552472,1270477786,375555204,1270476519,0,0,-66
263,1,375552472,1270477786,375555324,1270476717,0,0,-66
