index, rsu_latitude, rsu_longitude, obu_latitude, obu_longitude, distance, rssi
1,375560713,1270477027,375555294,1270470513,0,-255
2,375560713,1270477027,375555294,1270470513,0,-255
3,375560713,1270477027,375555294,1270470514,0,-255
4,375560713,1270477027,375555294,1270470515,0,-255
5,375560713,1270477027,375555294,1270470515,0,-255
6,375560713,1270477027,375555294,1270470516,0,-255
7,375560713,1270477027,375555294,1270470517,0,-255
8,375560713,1270477027,375555294,1270470518,0,-255
9,375560713,1270477027,375555294,1270470518,0,-255
10,375560713,1270477027,375555313,1270470592,0,-255
11,375560713,1270477027,375555317,1270470617,0,-255
12,375560713,1270477027,375555317,1270470617,0,-255
13,375560713,1270477027,375555317,1270470618,0,-255
14,375560713,1270477027,375555317,1270470618,0,-255
15,375560713,1270477027,375555317,1270470618,0,-255
16,375560713,1270477027,375555317,1270470618,0,-255
17,375560713,1270477027,375555317,1270470618,0,-255
18,375560713,1270477027,375555317,1270470618,0,-255
19,375560713,1270477027,375555317,1270470618,0,-255
20,375560713,1270477027,375555318,1270470618,0,-255
21,375560713,1270477027,375555319,1270470640,0,-255
22,375560713,1270477027,375555319,1270470640,0,-255
23,375560713,1270477027,375555319,1270470640,0,-255
24,375560713,1270477027,375555320,1270470640,0,-255
25,375560713,1270477027,375555320,1270470641,0,-255
26,375560713,1270477027,375555321,1270470641,0,-255
27,375560713,1270477027,375555321,1270470641,0,-255
28,375560713,1270477027,375555322,1270470639,0,-255
29,375560713,1270477027,375555322,1270470638,0,-255
30,375560713,1270477027,375555323,1270470637,0,-255
31,375560713,1270477027,375555396,1270470735,0,-255
32,375560713,1270477027,375555397,1270470735,0,-255
33,375560713,1270477027,375555397,1270470734,0,-255
34,375560713,1270477027,375555398,1270470732,0,-255
35,375560713,1270477027,375555399,1270470731,0,-255
36,375560713,1270477027,375555399,1270470731,0,-255
37,375560713,1270477027,375555400,1270470731,0,-255
38,375560713,1270477027,375555401,1270470731,0,-255
39,375560713,1270477027,375555401,1270470730,0,-255
40,375560713,1270477027,375555456,1270470883,0,-255
41,375560713,1270477027,375555456,1270470883,0,-255
42,375560713,1270477027,375555457,1270470882,0,-255
43,375560713,1270477027,375555457,1270470882,0,-255
44,375560713,1270477027,375555458,1270470881,0,-255
45,375560713,1270477027,375555458,1270470881,0,-255
46,375560713,1270477027,375555459,1270470880,0,-255
47,375560713,1270477027,375555459,1270470880,0,-255
48,375560713,1270477027,375555460,1270470881,0,-255
49,375560713,1270477027,375555460,1270470880,0,-255
50,375560713,1270477027,375555483,1270471057,0,-255
51,375560713,1270477027,375555484,1270471057,0,-255
52,375560713,1270477027,375555484,1270471056,0,-255
53,375560713,1270477027,375555485,1270471057,0,-255
54,375560713,1270477027,375555485,1270471056,0,-255
55,375560713,1270477027,375555485,1270471055,0,-255
56,375560713,1270477027,375555486,1270471054,0,-255
57,375560713,1270477027,375555486,1270471053,0,-255
58,375560713,1270477027,375555486,1270471054,0,-255
59,375560713,1270477027,375555486,1270471054,0,-59
60,375560713,1270477027,375555502,1270471241,0,-59
61,375560713,1270477027,375555502,1270471240,0,-59
62,375560713,1270477027,375555502,1270471240,0,-59
63,375560713,1270477027,375555502,1270471240,0,-59
64,375560713,1270477027,375555502,1270471240,0,-59
65,375560713,1270477027,375555502,1270471239,0,-59
66,375560713,1270477027,375555503,1270471238,0,-59
67,375560713,1270477027,375555503,1270471238,0,-59
68,375560713,1270477027,375555503,1270471239,0,-59
69,375560713,1270477027,375555503,1270471239,0,-59
70,375560713,1270477027,375555510,1270471424,0,-62
71,375560713,1270477027,375555510,1270471423,0,-62
72,375560713,1270477027,375555510,1270471423,0,-62
73,375560713,1270477027,375555510,1270471423,0,-62
74,375560713,1270477027,375555510,1270471424,0,-62
75,375560713,1270477027,375555510,1270471423,0,-62
76,375560713,1270477027,375555510,1270471422,0,-62
77,375560713,1270477027,375555510,1270471422,0,-62
78,375560713,1270477027,375555510,1270471422,0,-62
79,375560713,1270477027,375555510,1270471423,0,-62
80,375560713,1270477027,375555514,1270471605,0,-62
81,375560713,1270477027,375555514,1270471604,0,-62
82,375560713,1270477027,375555514,1270471604,0,-62
83,375560713,1270477027,375555514,1270471604,0,-62
84,375560713,1270477027,375555514,1270471604,0,-61
85,375560713,1270477027,375555514,1270471604,0,-61
86,375560713,1270477027,375555513,1270471603,0,-61
87,375560713,1270477027,375555513,1270471603,0,-61
88,375560713,1270477027,375555513,1270471603,0,-61
89,375560713,1270477027,375555513,1270471604,0,-61
90,375560713,1270477027,375555513,1270471605,0,-61
91,375560713,1270477027,375555513,1270471604,0,-61
92,375560713,1270477027,375555512,1270471604,0,-61
93,375560713,1270477027,375555512,1270471604,0,-61
94,375560713,1270477027,375555512,1270471604,0,-61
95,375560713,1270477027,375555512,1270471605,0,-61
96,375560713,1270477027,375555511,1270471605,0,-63
97,375560713,1270477027,375555511,1270471604,0,-63
98,375560713,1270477027,375555511,1270471604,0,-63
99,375560713,1270477027,375555511,1270471605,0,-63
100,375560713,1270477027,375555510,1270471606,0,-63
101,375560713,1270477027,375555510,1270471607,0,-63
102,375560713,1270477027,375555510,1270471606,0,-63
103,375560713,1270477027,375555509,1270471606,0,-63
