index, rsu_latitude, rsu_longitude, obu_latitude, obu_longitude, distance, rssi
1, 375560713, 1270477027, 375560280, 1270474830, 0.000000, -255
2, 375560713, 1270477027, 375560278, 1270474944, 0.000000, -255
3, 375560713, 1270477027, 375560278, 1270474944, 0.000000, -255
4, 375560713, 1270477027, 375560278, 1270474944, 0.000000, -255
5, 375560713, 1270477027, 375560278, 1270474944, 0.000000, -255
6, 375560713, 1270477027, 375560278, 1270474944, 0.000000, -255
7, 375560713, 1270477027, 375560278, 1270474944, 0.000000, -255
8, 375560713, 1270477027, 375560281, 1270474988, 0.000000, -255
9, 375560713, 1270477027, 375560281, 1270474988, 0.000000, -255
10, 375560713, 1270477027, 375560281, 1270474988, 0.000000, -255
11, 375560713, 1270477027, 375560281, 1270474988, 0.000000, -255
12, 375560713, 1270477027, 375560281, 1270474988, 0.000000, -255
13, 375560713, 1270477027, 375560281, 1270474988, 0.000000, -73
14, 375560713, 1270477027, 375560281, 1270474988, 0.000000, -73
15, 375560713, 1270477027, 375560281, 1270474988, 0.000000, -73
16, 375560713, 1270477027, 375560281, 1270474988, 0.000000, -73
17, 375560713, 1270477027, 375560281, 1270474988, 0.000000, -73
18, 375560713, 1270477027, 375560283, 1270475010, 0.000000, -94
19, 375560713, 1270477027, 375560283, 1270475010, 0.000000, -94
20, 375560713, 1270477027, 375560283, 1270475010, 0.000000, -94
21, 375560713, 1270477027, 375560283, 1270475010, 0.000000, -94
22, 375560713, 1270477027, 375560283, 1270475010, 0.000000, -94
23, 375560713, 1270477027, 375560283, 1270475010, 0.000000, -94
24, 375560713, 1270477027, 375560283, 1270475010, 0.000000, -94
25, 375560713, 1270477027, 375560283, 1270475010, 0.000000, -94
26, 375560713, 1270477027, 375560283, 1270475010, 0.000000, -94
27, 375560713, 1270477027, 375560287, 1270475037, 0.000000, -94
28, 375560713, 1270477027, 375560287, 1270475037, 0.000000, -94
29, 375560713, 1270477027, 375560287, 1270475037, 0.000000, -94
30, 375560713, 1270477027, 375560289, 1270475095, 0.000000, -74
31, 375560713, 1270477027, 375560288, 1270475101, 0.000000, -74
32, 375560713, 1270477027, 375560288, 1270475101, 0.000000, -74
33, 375560713, 1270477027, 375560288, 1270475101, 0.000000, -74
34, 375560713, 1270477027, 375560288, 1270475101, 0.000000, -74
35, 375560713, 1270477027, 375560288, 1270475101, 0.000000, -74
36, 375560713, 1270477027, 375560288, 1270475101, 0.000000, -74
37, 375560713, 1270477027, 375560288, 1270475101, 0.000000, -74
38, 375560713, 1270477027, 375560288, 1270475101, 0.000000, -74
39, 375560713, 1270477027, 375560288, 1270475101, 0.000000, -74
40, 375560713, 1270477027, 375560288, 1270475101, 0.000000, -74
41, 375560713, 1270477027, 375560288, 1270475104, 0.000000, -74
42, 375560713, 1270477027, 375560288, 1270475104, 0.000000, -74
43, 375560713, 1270477027, 375560288, 1270475104, 0.000000, -74
44, 375560713, 1270477027, 375560269, 1270475291, 0.000000, -74
45, 375560713, 1270477027, 375560269, 1270475291, 0.000000, -74
46, 375560713, 1270477027, 375560250, 1270475441, 0.000000, -74
47, 375560713, 1270477027, 375560250, 1270475441, 0.000000, -74
48, 375560713, 1270477027, 375560250, 1270475441, 0.000000, -74
49, 375560713, 1270477027, 375560250, 1270475441, 0.000000, -74
50, 375560713, 1270477027, 375560250, 1270475441, 0.000000, -74
51, 375560713, 1270477027, 375560250, 1270475441, 0.000000, -74
52, 375560713, 1270477027, 375560250, 1270475441, 0.000000, -74
53, 375560713, 1270477027, 375560250, 1270475441, 0.000000, -74
54, 375560713, 1270477027, 375560250, 1270475441, 0.000000, -74
55, 375560713, 1270477027, 375560250, 1270475441, 0.000000, -75
56, 375560713, 1270477027, 375560221, 1270475592, 0.000000, -75
57, 375560713, 1270477027, 375560221, 1270475592, 0.000000, -75
58, 375560713, 1270477027, 375560221, 1270475592, 0.000000, -75
59, 375560713, 1270477027, 375560221, 1270475592, 0.000000, -75
60, 375560713, 1270477027, 375560221, 1270475592, 0.000000, -70
61, 375560713, 1270477027, 375560221, 1270475592, 0.000000, -70
62, 375560713, 1270477027, 375560221, 1270475592, 0.000000, -70
63, 375560713, 1270477027, 375560221, 1270475592, 0.000000, -70
64, 375560713, 1270477027, 375560221, 1270475592, 0.000000, -70
65, 375560713, 1270477027, 375560221, 1270475592, 0.000000, -70
66, 375560713, 1270477027, 375560185, 1270475747, 0.000000, -66
67, 375560713, 1270477027, 375560185, 1270475747, 0.000000, -66
68, 375560713, 1270477027, 375560185, 1270475747, 0.000000, -66
69, 375560713, 1270477027, 375560185, 1270475747, 0.000000, -66
70, 375560713, 1270477027, 375560185, 1270475747, 0.000000, -66
71, 375560713, 1270477027, 375560185, 1270475747, 0.000000, -66
72, 375560713, 1270477027, 375560086, 1270476043, 0.000000, -63
73, 375560713, 1270477027, 375560039, 1270476190, 0.000000, -63
74, 375560713, 1270477027, 375560039, 1270476190, 0.000000, -63
75, 375560713, 1270477027, 375560039, 1270476190, 0.000000, -63
76, 375560713, 1270477027, 375560039, 1270476190, 0.000000, -63
77, 375560713, 1270477027, 375560039, 1270476190, 0.000000, -63
78, 375560713, 1270477027, 375560039, 1270476190, 0.000000, -63
79, 375560713, 1270477027, 375560039, 1270476190, 0.000000, -63
80, 375560713, 1270477027, 375560039, 1270476190, 0.000000, -63
81, 375560713, 1270477027, 375560039, 1270476190, 0.000000, -63
82, 375560713, 1270477027, 375560039, 1270476190, 0.000000, -63
83, 375560713, 1270477027, 375560017, 1270476327, 0.000000, -63
84, 375560713, 1270477027, 375560017, 1270476327, 0.000000, -63
85, 375560713, 1270477027, 375560017, 1270476327, 0.000000, -63
86, 375560713, 1270477027, 375560017, 1270476327, 0.000000, -63
87, 375560713, 1270477027, 375560017, 1270476327, 0.000000, -63
88, 375560713, 1270477027, 375560017, 1270476327, 0.000000, -63
89, 375560713, 1270477027, 375559992, 1270476463, 0.000000, -63
90, 375560713, 1270477027, 375559992, 1270476463, 0.000000, -63
91, 375560713, 1270477027, 375559992, 1270476463, 0.000000, -63
92, 375560713, 1270477027, 375559970, 1270476591, 0.000000, -63
93, 375560713, 1270477027, 375559970, 1270476591, 0.000000, -63
94, 375560713, 1270477027, 375559970, 1270476591, 0.000000, -63
95, 375560713, 1270477027, 375559970, 1270476591, 0.000000, -63
96, 375560713, 1270477027, 375559970, 1270476591, 0.000000, -63
97, 375560713, 1270477027, 375559970, 1270476591, 0.000000, -63
98, 375560713, 1270477027, 375559970, 1270476591, 0.000000, -64
99, 375560713, 1270477027, 375559970, 1270476591, 0.000000, -64
100, 375560713, 1270477027, 375559970, 1270476591, 0.000000, -64
101, 375560713, 1270477027, 375559970, 1270476591, 0.000000, -54
102, 375560713, 1270477027, 375559946, 1270476727, 0.000000, -54
103, 375560713, 1270477027, 375559946, 1270476727, 0.000000, -54
104, 375560713, 1270477027, 375559946, 1270476727, 0.000000, -54
105, 375560713, 1270477027, 375559946, 1270476727, 0.000000, -54
106, 375560713, 1270477027, 375559946, 1270476727, 0.000000, -54
107, 375560713, 1270477027, 375559946, 1270476727, 0.000000, -54
108, 375560713, 1270477027, 375559946, 1270476727, 0.000000, -54
109, 375560713, 1270477027, 375559946, 1270476727, 0.000000, -54
110, 375560713, 1270477027, 375559946, 1270476727, 0.000000, -54
111, 375560713, 1270477027, 375559946, 1270476727, 0.000000, -54
112, 375560713, 1270477027, 375559925, 1270476879, 0.000000, -54
113, 375560713, 1270477027, 375559925, 1270476879, 0.000000, -54
114, 375560713, 1270477027, 375559925, 1270476879, 0.000000, -54
115, 375560713, 1270477027, 375559925, 1270476879, 0.000000, -54
116, 375560713, 1270477027, 375559925, 1270476879, 0.000000, -54
117, 375560713, 1270477027, 375559925, 1270476879, 0.000000, -54
118, 375560713, 1270477027, 375559925, 1270476879, 0.000000, -54
119, 375560713, 1270477027, 375559925, 1270476879, 0.000000, -54
120, 375560713, 1270477027, 375559925, 1270476879, 0.000000, -54
121, 375560713, 1270477027, 375559925, 1270476879, 0.000000, -54
122, 375560713, 1270477027, 375559896, 1270477037, 0.000000, -54
123, 375560713, 1270477027, 375559896, 1270477037, 0.000000, -54
124, 375560713, 1270477027, 375559896, 1270477037, 0.000000, -54
125, 375560713, 1270477027, 375559896, 1270477037, 0.000000, -54
126, 375560713, 1270477027, 375559896, 1270477037, 0.000000, -54
127, 375560713, 1270477027, 375559896, 1270477037, 0.000000, -54
128, 375560713, 1270477027, 375559896, 1270477037, 0.000000, -54
